Event Name,Date,Player1,Player1 UTR,Player2,Player2 UTR,Score
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Emon Van Loben Sels,13.59,Linus Carlsson Halldin,12.0,"6-0, 6-1"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Emon Van Loben Sels,13.59,Karl Lee,13.0,"6-3, 3-6, 6-4"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Hiroki Sakagawa,12.63,Alexander Hoogmartens,13.0,"7-6(4), 6-3"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Savriyan Danilov,13.39,Emon Van Loben Sels,13.59,"6-2, 7-6(2)"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Spencer Johnson,13.47,Carson Lee,12.0,"6-1, 7-6(3)"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Bastiaan Weststrate,12.0,Leonard Von Bismarck,11.0,"7-5, 4-6, 6-4"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Leonard Von Bismarck,11.0,Jiayi Zhou,10.0,"6-0, 4-6, 6-0"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Alexander Hoogmartens,13.0,Pelayo Rodriguez,11.0,"6-1, 6-3"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Gianluca Ballotta,12.0,Charlie Underwood,12.0,"7-5, 6-2"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Gianluca Ballotta,12.0,Oskar Jansson,12.0,"6-4, 6-2"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,LUCCA LIU,12.76,Aadarsh Tripathi,12.94,"3-6, 7-6(7), 6-1"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Aadarsh Tripathi,12.94,Niels Hoffmann,12.0,"6-4, 6-7(7), 6-0"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Spencer Johnson,13.47,Noah Zamora,12.96,"6-2, 6-3"
2024 ITA DI Men's Southwest Regional Championships,2024-10-21,Savriyan Danilov,13.39,Gianluca Ballotta,12.0,"6-3, 4-6, 6-3"
"ATP Challenger Sioux Falls, USA",2024-10-20,Strong Kirchheimer,13.34,Kaylan Bigun,13.17,"6-1, 6-1"
"ATP Challenger Sioux Falls, USA",2024-10-20,Borna GOJO,15.03,Rudy Quan,13.67,"4-6, 6-1, 6-1"
"ATP Challenger Fairfield, USA",2024-10-10,Ethan Quinn,14.88,Rudy Quan,13.67,"6-3, 2-6, 6-2"
"KPSF OPEN - $40,000",2024-10-08,Aadarsh Tripathi,12.94,Tommy Matsumine,10.0,"6-2, 6-2"
"ATP Challenger Fairfield, USA",2024-10-08,Rudy Quan,13.67,Guy Den Ouden,14.22,"3-6, 6-3, 6-4"
"KPSF OPEN - $40,000",2024-10-08,Aadarsh Tripathi,12.94,Giacomo Balli,7.0,"6-2, 6-0"
"KPSF OPEN - $40,000",2024-10-08,Derrick Chen,13.0,Aadarsh Tripathi,12.94,"6-3, 6-4"
"ATP Challenger Fairfield, USA",2024-10-06,Murphy Cassone,14.38,Kaylan Bigun,13.17,"6-4, 6-2"
"ATP Challenger Tiburon, USA",2024-09-30,Remy Bertola,13.95,Kaylan Bigun,13.17,"7-6(4), 6-4"
2024 ITA Men's All-American Championships,2024-09-28,Rudy Quan,13.67,Youcef RIHANE,12.0,"6-4, 6-2"
2024 ITA Men's All-American Championships,2024-09-28,Luca Staeheli,13.54,Aadarsh Tripathi,12.94,"6-2, 3-6, 6-4"
2024 ITA Men's All-American Championships,2024-09-28,Landon Ardila,13.0,Emon Van Loben Sels,13.59,"6-4, 6-4"
2024 ITA Men's All-American Championships,2024-09-28,Emon Van Loben Sels,13.59,Arthus De La Bassetiere,12.0,"6-2, 7-5"
2024 ITA Men's All-American Championships,2024-09-28,Aadarsh Tripathi,12.94,Oscar Pinto Sansano,13.0,"6-3, 2-6, 6-3"
2024 ITA Men's All-American Championships,2024-09-28,Rudy Quan,13.67,Adit Sinha,13.32,"7-5, 6-0"
2024 ITA Men's All-American Championships,2024-09-28,Rudy Quan,13.67,Aristotelis THANOS,13.61,"6-3, 7-5"
2024 ITA Men's All-American Championships,2024-09-28,Jay Dylan Hara Friend,13.0,Rudy Quan,13.67,"5-7, 6-3, 6-0"
2024 ITA Men's All-American Championships,2024-09-28,Magnus Johnson,12.0,Giacomo Revelli,12.0,"6-1, 6-1"
2024 ITA Men's All-American Championships,2024-09-28,Emon Van Loben Sels,13.59,Luka Petrovic,12.43,"6-3, 6-1"
2024 ITA Men's All-American Championships,2024-09-28,Max Sheldon,13.43,Alexander Hoogmartens,13.0,"3-6, 6-2, 6-2"
2024 ITA Men's All-American Championships,2024-09-28,Alexander Hoogmartens,13.0,Wissam Abderrahman,12.0,"6-4, 1-6, 6-3"
2024 ITA Men's All-American Championships,2024-09-28,Aristotelis THANOS,13.61,Spencer Johnson,13.47,"6-4, 6-4"
2024 ITA Men's All-American Championships,2024-09-28,Spencer Johnson,13.47,Oscar Pinto Sansano,13.0,"5-7, 6-4, 6-3"
2024 ITA Men's All-American Championships,2024-09-28,Togan Tokac,13.0,Gianluca Ballotta,12.0,"6-7(7), 6-1, 6-4"
"ATP Challenger Charleston, SC, USA",2024-09-22,Ryan Peniston,14.25,Kaylan Bigun,13.17,"6-3, 6-2"
Sherwood Collegiate Cup,2024-09-21,Daniil Kakhniuk,12.0,Leonard Von Bismarck,11.0,"1-6, 6-3, 6-3"
"ATP Challenger Las Vegas , USA",2024-09-13,Karue Sell,14.37,Kaylan Bigun,13.17,"6-2, 6-3"
"ATP Challenger Las Vegas , USA",2024-09-12,Kaylan Bigun,13.17,Patrick Maloney,13.81,"6-3, 6-4"
"ATP Challenger Las Vegas , USA",2024-09-10,Kaylan Bigun,13.17,Govind Nanda,13.63,"6-4, 6-4"
"ATP Challenger Las Vegas , USA",2024-09-09,Alex Rybakov,13.74,Spencer Johnson,13.47,"2-6, 6-1, 6-4"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Sep 7- 9)",2024-09-08,Emon Van Loben Sels,13.59,Ilias Bouzoubaa,11.0,"6-2, 6-1"
"ATP Challenger Las Vegas , USA",2024-09-08,Spencer Johnson,13.47,Lorenzo Claverie,12.82,"4-6, 6-3, 7-6(5)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Sep 7- 9)",2024-09-08,Emon Van Loben Sels,13.59,Victor Severo Castro,12.0,"6-1, 4-6, 1-0(7)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Sep 7- 9)",2024-09-07,Emon Van Loben Sels,13.59,Jovan Pedroza,10.0,"6-2, 6-2"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Sep 7- 9)",2024-09-07,Emon Van Loben Sels,13.59,Ian Nicodemus,10.0,"6-0, 6-3"
US Open Junior Tennis Championships,2024-09-06,Kaylan Bigun,13.17,Matthew Forbes,13.0,"6-2, 6-4"
US Open Junior Tennis Championships,2024-09-06,Rafael Jodar,14.36,Rudy Quan,13.67,"3-6, 6-4, 6-3"
US Open Junior Tennis Championships,2024-09-06,Kaylan Bigun,13.17,Andreas TIMINI,12.78,"6-4, 6-2"
US Open Junior Tennis Championships,2024-09-06,Rafael Jodar,14.36,Kaylan Bigun,13.17,"6-4, 6-7, 7-5"
US Open Junior Tennis Championships,2024-09-06,Rudy Quan,13.67,Viktor Frydrych,12.0,"7-5, 6-1"
US Open Junior Tennis Championships,2024-09-06,Kaylan Bigun,13.17,Karim Bennani,12.96,"6-2, 6-2"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Aug 24-Aug 26)",2024-08-25,Spencer Johnson,13.47,Sean Ferguson,11.0,"6-1, 7-5"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Aug 24-Aug 26)",2024-08-25,Spencer Johnson,13.47,Nathan Fekadu,11.0,"6-3, 3-6, 1-0(5)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Aug 24-Aug 26)",2024-08-24,Spencer Johnson,13.47,Gary Jiang,11.0,"6-4, 6-2"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY ( Aug 24-Aug 26)",2024-08-24,Spencer Johnson,13.47,Maksim Nekrasov,11.0,"6-0, 7-5"
PTT $25K Boise Men,2024-08-23,Aleksandar Mitric,12.0,Cassius Chinlund,12.35,"6-1, 2-0"
M25 Arequipa,2024-08-21,Peter Bertran,13.27,Gianluca Ballotta,12.0,"6-4, 6-3"
US Open,2024-08-20,Valentin VACHEROT,14.48,Kaylan Bigun,13.17,"7-6(4), 6-4"
PTT $25K Japan Men,2024-08-17,Yuta Kikuchi,13.23,Emon Van Loben Sels,13.59,"6-3, 6-2"
PTT $25K Japan Men,2024-08-16,Emon Van Loben Sels,13.59,Ryo Minakata,11.0,"6-1, 6-4"
M25 Arequipa,2024-08-13,Matias Soto,13.86,Gianluca Ballotta,12.0,"6-3, 6-4"
M25 Edwardsville,2024-08-01,Kyle Kang,13.0,Aadarsh Tripathi,12.94,"1-6, 6-2, 6-1"
USTA Boys' 16 & 18 National Championships,2024-08-01,Noah Johnston,12.94,Kaylan Bigun,13.17,"7-6(5), 7-6(5)"
USTA Boys' 16 & 18 National Championships,2024-08-01,Calvin Baierl,12.0,Kaylan Bigun,13.17,
USTA Boys' 16 & 18 National Championships,2024-08-01,Kaylan Bigun,13.17,Nicholas Meyers,11.0,"6-0, 6-1"
USTA Boys' 16 & 18 National Championships,2024-08-01,Kaylan Bigun,13.17,Nathan Gold,12.0,"6-1, 6-2"
M25 Edwardsville,2024-07-31,Aadarsh Tripathi,12.94,Ezekiel Clark,13.34,"7-5, 7-5"
Manhattan Beach Open ($$$) - Open Division,2024-07-18,Gianluca Brunkow,13.0,Cassius Chinlund,12.35,"4-6, 6-1, 1-0(8)"
Manhattan Beach Open ($$$) - Open Division,2024-07-18,Cassius Chinlund,12.35,Joseph Rotheram,11.0,"6-4, 6-1"
Manhattan Beach Open ($$$) - Open Division,2024-07-18,Cassius Chinlund,12.35,Lorenzo Brunkow,11.0,"6-1, 6-2"
"The Junior Championships, Wimbledon",2024-07-13,Kaylan Bigun,13.17,Maximilian Carrier,11.0,"6-0, 6-3"
"The Junior Championships, Wimbledon",2024-07-13,Kaylan Bigun,13.17,Amir Omarkhanov,13.01,"6-7, 6-0, 6-4"
"The Junior Championships, Wimbledon",2024-07-13,Kaylan Bigun,13.17,Thomas FAUREL,13.5,"6-3, 6-4"
"The Junior Championships, Wimbledon",2024-07-13,Mees Rottgering,13.52,Kaylan Bigun,13.17,"7-6(3), 6-3"
M15 Lakewood,2024-07-12,Learner Tien,15.4,Rudy Quan,13.67,"6-4, 7-6(4)"
M15 Lakewood,2024-07-11,Rudy Quan,13.67,Preston Stearns,13.08,"7-5, 4-6, 6-2"
M15 Lakewood,2024-07-11,Kyle Kang,13.0,Spencer Johnson,13.47,"6-4, 7-6(5)"
M15 Lakewood,2024-07-10,Spencer Johnson,13.47,Christopher Papa,12.74,"6-1, 6-3"
M15 Lakewood,2024-07-10,Jacob Brumm,12.85,Aadarsh Tripathi,12.94,"6-3, 6-1"
M15 Lakewood,2024-07-10,Rudy Quan,13.67,Ryan Dickerson,13.2,"4-6, 6-4, 6-0"
M15 Lakewood,2024-07-10,Jelani Sarr,12.98,Emon Van Loben Sels,13.59,"5-7, 6-4, 6-0"
M15 Lakewood,2024-07-08,Jacob Bullard,13.03,Andrei Crabel,11.56,"6-2, 6-2"
M15 Lakewood,2024-07-05,Karue Sell,14.37,Emon Van Loben Sels,13.59,"6-2, 6-3"
J300 Roehampton,2024-07-04,Kaylan Bigun,13.17,Gustavo Ribeiro de Almeida,13.0,"7-6(5), 6-3"
J300 Roehampton,2024-07-04,Kaylan Bigun,13.17,Andres Santamarta Roig,13.64,"6-3, 7-5"
J300 Roehampton,2024-07-04,Max Schoenhaus,13.19,Kaylan Bigun,13.17,"7-6(6), 4-6, 6-4"
M15 Lakewood,2024-07-04,Emon Van Loben Sels,13.59,Karl Lee,13.0,"1-6, 7-6(3), 6-1"
M15 Lakewood,2024-07-03,Emon Van Loben Sels,13.59,Miles Jones,13.33,"6-3, 1-6, 6-4"
M15 Lakewood,2024-07-03,Stefan Dostanic,14.06,Spencer Johnson,13.47,"7-5, 6-1"
M15 Lakewood,2024-07-01,Jelani Sarr,12.98,Andrei Crabel,11.56,"6-2, 6-4"
M15 Rolling Hills Estates,2024-06-28,Colton Smith,15.11,Spencer Johnson,13.47,"7-6(6), 6-2"
M15 Rolling Hills Estates,2024-06-27,Spencer Johnson,13.47,Nathan Ponwith,12.95,"4-6, 6-3, 6-2"
M15 Rolling Hills Estates,2024-06-26,Spencer Johnson,13.47,Arda Azkara,12.85,"7-6(5), 6-1"
M15 Rolling Hills Estates,2024-06-26,Bryce Nakashima Nakashima,13.31,Emon Van Loben Sels,13.59,"5-7, 7-6(0), 6-4"
M15 Rolling Hills Estates,2024-06-24,Braden Shick,13.52,Andrei Crabel,11.56,"6-0, 6-1"
M15 Rancho Santa Fe,2024-06-21,Jay Dylan Hara Friend,13.0,Aadarsh Tripathi,12.94,"4-6, 6-3, 7-6(3)"
M15 Rancho Santa Fe,2024-06-20,Aadarsh Tripathi,12.94,Strong Kirchheimer,13.34,"2-6, 7-5, 6-3"
M15 Rancho Santa Fe,2024-06-19,Aadarsh Tripathi,12.94,Colton Smith,15.11,"6-1, 7-5"
M15 Rancho Santa Fe,2024-06-17,Noah Zamora,12.96,Emon Van Loben Sels,13.59,"4-6, 6-4, 1-0(9)"
M15 Rancho Santa Fe,2024-06-17,Christopher Bulus,13.16,Andrei Crabel,11.56,"6-2, 6-2"
M15 San Diego,2024-06-10,Jay Dylan Hara Friend,13.0,Andrei Crabel,11.56,"6-1, 6-3"
M15 Santo Domingo,2024-06-10,Spencer Gray,12.42,Cassius Chinlund,12.35,6-3
M15 Santo Domingo,2024-06-09,Cassius Chinlund,12.35,Enrique Pena,11.83,"6-2, 6-1"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,13.17,Timeo Trufelli,12.0,"6-1, 6-2"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,13.17,Viktor Frydrych,12.0,"6-1, 6-3"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,13.17,Joel Schwaerzler,13.73,"2-6, 6-3, 6-4"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,13.17,Tomasz Berkieta,13.38,"4-6, 6-3, 6-3"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,13.17,Henry Bernet,13.72,"6-2, 5-7, 6-4"
Roland Garros Junior Championships,2024-06-07,Kaylan Bigun,13.17,Miguel Tobon,13.07,"6-4, 6-1"
M15 Santo Domingo,2024-06-05,Jelani Sarr,12.98,Cassius Chinlund,12.35,"6-4, 6-3"
"ATP Challenger Tyler, USA",2024-06-04,Alexis GALARNEAU,14.28,Rudy Quan,13.67,"6-2, 7-5"
M15 Santo Domingo,2024-06-04,Cassius Chinlund,12.35,Bradley PALISKA,12.0,"6-4, 6-1"
M15 San Diego,2024-06-04,Alexander Petrov,12.74,Emon Van Loben Sels,13.59,"6-3, 6-3"
M15 San Diego,2024-06-03,Sebastian Gorzny,13.56,Aadarsh Tripathi,12.94,"6-7, 7-5, 1-0(9)"
M15 San Diego,2024-06-03,Emon Van Loben Sels,13.59,Perry Gregg,12.32,"6-2, 4-1"
M15 San Diego,2024-06-03,Ryan Dickerson,13.2,Andrei Crabel,11.56,"6-0, 6-1"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-06-01,Masato Perera,12.0,Aadarsh Tripathi,12.94,"7-5, 2-6, 1-0(3)"
"ATP Challenger Little Rock, USA",2024-05-31,Yuta SHIMIZU,14.14,Rudy Quan,13.67,"6-4, 6-3"
M15 San Diego,2024-05-30,Jacob Brumm,12.85,Spencer Johnson,13.47,"6-3, 6-1"
"ATP Challenger Little Rock, USA",2024-05-30,Rudy Quan,13.67,Andres Andrade,14.0,"6-3, 3-6, 6-3"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-05-30,Aadarsh Tripathi,12.94,LUCCA LIU,12.76,"6-2, 7-5"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-05-30,Aadarsh Tripathi,12.94,Alex Fuchs,12.0,"7-5, 7-6(4)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-05-30,Aadarsh Tripathi,12.94,Hayden Rand,10.0,"6-1, 6-4"
"SoCal Pro Series: $15,000 Pre-Qualifier, Rancho Santa Fe (Men's and Women's Singles)",2024-05-30,Aadarsh Tripathi,12.94,Adrien Abarca,11.0,"6-2, 6-3"
M15 San Diego,2024-05-29,Spencer Johnson,13.47,Arda Azkara,12.85,"5-7, 6-3, 6-2"
"ATP Challenger Little Rock, USA",2024-05-28,Rudy Quan,13.67,Stefan Kozlov,14.35,"6-1, 7-5"
M15 San Diego,2024-05-27,Ryan Dickerson,13.2,Andrei Crabel,11.56,"6-2, 6-0"
J500 Milan,2024-05-25,Kaylan Bigun,13.17,Balthazar Huss,11.0,"6-0, 6-2"
J500 Milan,2024-05-25,Kaylan Bigun,13.17,Jangjun Kim,12.73,"6-3, 6-3"
J500 Milan,2024-05-25,Kaylan Bigun,13.17,Daniele Rapagnetta,12.94,"6-2, 6-2"
J500 Milan,2024-05-25,Kaylan Bigun,13.17,Alexander Vasilev,13.21,"7-6(2), 6-4"
J500 Milan,2024-05-25,Kaylan Bigun,13.17,Mees Rottgering,13.52,"7-5, 4-6, 6-3"
J500 Milan,2024-05-25,Kaylan Bigun,13.17,Henry Bernet,13.72,"6-4, 7-6(4)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Emon Van Loben Sels,13.59,Kristian Sharma,11.0,"6-1, 6-0"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,12.94,Emon Van Loben Sels,13.59,"7-5, 1-6, 1-0(13)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,12.94,Joseph Lizardo,8.0,"6-2, 6-1"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,12.94,Beto Carlon,9.0,"6-2, 6-2"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,12.94,Lucas Brown,13.0,"6-3, 7-5"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Alexander Chang,13.0,Aadarsh Tripathi,12.94,"6-3, 6-0"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,12.94,Emon Van Loben Sels,13.59,"7-5, 1-6, 1-0(13)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Emon Van Loben Sels,13.59,Lucas Hammond,11.76,"6-3, 6-2"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Emon Van Loben Sels,13.59,Gregory Gamal,11.0,"6-2, 6-1"
"SoCal Pro Series: $15,000 Pre-Qualifier, Barnes Tennis Center #2 (Men's and Women's Singles)",2024-05-24,Aadarsh Tripathi,12.94,John Rado,11.0,"6-1, 7-6(2)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Lakewood 1 and 2 (Men's and Women's Singles)",2024-05-17,Emon Van Loben Sels,13.59,Dev Mangat,11.0,"6-1, 6-2"
"SoCal Pro Series: $15,000 Pre-Qualifier, Lakewood 1 and 2 (Men's and Women's Singles)",2024-05-17,Emon Van Loben Sels,13.59,Tyler Lee,11.0,"7-5, 6-1"
"SoCal Pro Series: $15,000 Pre-Qualifier, Lakewood 1 and 2 (Men's and Women's Singles)",2024-05-17,Emon Van Loben Sels,13.59,LUCCA LIU,12.76,"7-6(5), 3-6, 1-0(4)"
"SoCal Pro Series: $15,000 Pre-Qualifier, Lakewood 1 and 2 (Men's and Women's Singles)",2024-05-17,Emon Van Loben Sels,13.59,Karan SRIVASTAVA,11.0,"6-3, 2-6, 6-2"
"SoCal Pro Series: $15,000 Pre-Qualifier, Lakewood 1 and 2 (Men's and Women's Singles)",2024-05-17,Emon Van Loben Sels,13.59,Nick Grove,11.0,
M25 Reggio Emilia,2024-05-16,Enrico DALLA VALLE,13.99,Kaylan Bigun,13.17,"6-2, 6-4"
M25 Reggio Emilia,2024-05-13,Kaylan Bigun,13.17,Gabriele Pennaforti,13.78,"3-6, 6-4, 6-2"
M15 Orange Park,2024-05-04,Duarte VALE,13.52,Rudy Quan,13.67,"6-4, 4-6, 6-2"
"Dual Match: University of California, Los Angeles vs University of Texas at Austin",2024-05-03,Gilles Arnaud Bailly,13.8,Alexander Hoogmartens,13.0,"6-4, 6-4"
"Dual Match: University of California, Los Angeles vs University of Texas at Austin",2024-05-03,Siem Woldeab,13.4,Giacomo Revelli,12.0,"6-4, 6-4"
"Dual Match: University of California, Los Angeles vs University of Texas at Austin",2024-05-03,Micah Braswell,14.04,Spencer Johnson,13.47,"7-6(2), 5-4"
"Dual Match: University of California, Los Angeles vs University of Texas at Austin",2024-05-03,Jonah Braswell,13.08,Gianluca Ballotta,12.0,"6-4, 3-3"
M15 Orange Park,2024-05-03,Rudy Quan,13.67,Andres Andrade,14.0,"7-6(4), 7-5"
"Dual Match: Louisiana State University vs University of California, Los Angeles",2024-05-02,Rudy Ceccon,12.52,Alexander Hoogmartens,13.0,"6-4, 6-3"
M15 Orange Park,2024-05-02,Rudy Quan,13.67,Jonas Pelle Hartenstein,12.72,
"Dual Match: Louisiana State University vs University of California, Los Angeles",2024-05-02,Gianluca Ballotta,12.0,Chen Dong,13.0,"6-4, 6-4"
"Dual Match: Louisiana State University vs University of California, Los Angeles",2024-05-02,Julien PENZLIN,12.0,Giacomo Revelli,12.0,"6-4, 6-0"
"Dual Match: Louisiana State University vs University of California, Los Angeles",2024-05-02,Alessio Vasquez Gehrke,13.02,Spencer Johnson,13.47,"6-4, 6-4"
M15 Orange Park,2024-05-01,Rudy Quan,13.67,Victor Lilov,13.3,"6-4, 6-4"
M15 Vero Beach,2024-04-26,Garrett Johns,13.88,Rudy Quan,13.67,"6-4, 6-4"
M15 Vero Beach,2024-04-25,Rudy Quan,13.67,Cooper Woestendick,13.15,"6-3, 6-2"
M15 Vero Beach,2024-04-25,Dian Nedev,12.95,Kaylan Bigun,13.17,"3-6, 6-3, 6-0"
"Dual Match: University of Oregon vs University of California, Los Angeles",2024-04-24,Lenn Luemkemann,12.0,Gianluca Ballotta,12.0,"6-4, 7-5"
"Dual Match: University of Oregon vs University of California, Los Angeles",2024-04-24,Vlad Cristian Breazu,12.9,Alexander Hoogmartens,13.0,"6-4, 6-2"
"Dual Match: University of Oregon vs University of California, Los Angeles",2024-04-24,David CIERNY,0.0,Spencer Johnson,13.47,"3-6, 6-4, 3-3"
M15 Vero Beach,2024-04-24,Kaylan Bigun,13.17,Sekou Bangoura,13.09,"6-0, 6-1"
M15 Vero Beach,2024-04-24,Rudy Quan,13.67,Nathan Ponwith,12.95,"6-0, 7-6(5)"
